rating,title,text,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,product_category,source_row_id,source_dataset,source_path
2.0,Tasteless,To pay for premium coffee and not be able to taste anything is upsetting. Thank goodness Amazon made good on it. To be able to get some sort of taste the amount of coffee needed is unacceptable.,B07HCQ9D5N,B0B6N5NN8K,AH64T2MRMNF76UENPWCIMMCYTSZA,1602465746330,0,True,Grocery_and_Gourmet_Food,4487,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
1.0,Not good..,"Coffee taste is very week, milk tastes worse than cheap powdered milk, sweetness tastes artificial. I regret this purchase and do not recommend this product.",B008OQBXS0,B0CBK15GCZ,AG7WKTZINOFIXMZJYIPKIB7PV7NQ,1612156111694,0,True,Grocery_and_Gourmet_Food,4499,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
1.0,Great flavor- but high maintenance,"Great flavor, if you don’t mind a lot of coffee grounds in your coffee and a big mess in your coffee maker every time you make a cup. The pods almost always break open when you make a cup of coffee and leave a time consuming mess to clean up. I won’t buy again.",B00I1MSMQS,B0B3Q3R5JX,AG4RDNEXBUS7SKHLYCZHG2Z4FZ5Q,1644753260659,0,True,Grocery_and_Gourmet_Food,5054,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
3.0,Yuck. But cheap.,"These flavors are awful and all very similar. Weak coffee. If you're looking to have a bunch of cups for little cost, you've found it. Can't give this away!",B07M7PQDH3,B0B9QRHVKV,AEWJXW46LKSW22FWTGRYTLNE7TGA,1603378094157,0,False,Grocery_and_Gourmet_Food,236,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
3.0,Just average coffee,"Because I love dark cocoa coffee like Bustelo chocolate, I thought I would try this. It is just average coffee. Will not buy again.",B00M31BP12,B0C7KY9QB4,AFGEM6BXCYHUILEOA3P2ZYBEF2TA,1630257923709,0,True,Grocery_and_Gourmet_Food,776,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
3.0,Cadbury Dairy Milk fruit & Nut Chocolate Bar Single bar,"I am a huge fan of this bar.  Surprisingly good.  I usually purchase the larger, flatter bar.  These are good, but not quite as good as the larger, flatter bars because the flatter bars seem to have more fruit and nuts.  These are smaller, 'single' bars are thicker chocolate but why less fruit and nuts which are key to these chocolate bars. Maybe it's just that the flatter chocolate makes the fruit and nuts stand out? Not sure. In the first 'single' bar I opened I had 2 pieces of raisins (what happened the whole fruit?) and about 3 chips of almond in a 6"" chocolate bar. Eh. I am going to go back to the flatter ones.  Just my personal opinion.  The other disappointment is that expiration date on this box is 10/2022.  It's a box of 48.  Should have had at least a year.",B009JS37FE,B0B6JHS7Q2,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1655840557421,0,True,Grocery_and_Gourmet_Food,1136,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
3.0,Door County Christmas,"I'm really disappointed in this coffee, the flavor is ok, you can taste the rum but you can not taste the cinnamon or nutmeg and that's why I bought it. I don't think I'd buy it again.",B0B9CDS1MD,B09MSRFQZC,AFSNGBROR4NUCU6UQCJBB4VEJOPA,1668184111861,2,True,Grocery_and_Gourmet_Food,1888,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
3.0,"The Coffee Fool Fool's Whole Bean, Whole Bean, African Cinnamon, 12 Ounce","I love anything cinnamon, especially coffee was very disappointed when I rece this, not even a hint of cinnamon",B009CF8JQG,B00B8NQR46,AFSNGBROR4NUCU6UQCJBB4VEJOPA,1602516339369,0,True,Grocery_and_Gourmet_Food,1951,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
3.0,Purecane Sugar Substitute Baking Sweetener | Zero Calorie | Made from All Natural Sugar Cane |,"Was very disappointed, I read the reviews to find a sugar substitute that would not have such a awful taste in warm bevarages and this one won, but after adding it to my coffee it did have an unpleasa aftertaste. Not as bad as some but def  has one, I guess it's just not poss to have your coffee and great taste without sugar, and it's very expensive!",B084749H8R,B092C7GMCD,AFSNGBROR4NUCU6UQCJBB4VEJOPA,1600886225944,0,True,Grocery_and_Gourmet_Food,1965,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
3.0,Coffee creamer cups,"Love the flavor but very disapointed in the size, the cups are half the size of cups in resturaunts and gas stations so not the bargain thought I was getting.",B00UL22LQI,B00UL22LQI,AFSNGBROR4NUCU6UQCJBB4VEJOPA,1581190201226,0,True,Grocery_and_Gourmet_Food,2036,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
3.0,"Not happy, but my sister likes them","I should have noticed the fine print. You don't expect to be deceived when buying cookies.  First of all they are advertised as Biscotti.  They are not. They are a hard shortbread type cookie. A biscuit as the package says. Notice the the difference.  They are not sweet. Had there been a little more sweetness they might  have tasted better. They taste like a cross between a cookie and biscuit. They are crumbly and edible, but not really enjoyable. Maybe dipped in a sweet cappuccino will help.  My craving for biscotti continues. Maybe Kroger's can fulfill it. No more surprises. I had to come back to add another star. My sister does like them.  She's not big on sweet things, but likes them dipped in her coffee. To each his own.",B001LQO3WI,B003D853WQ,AE5DIA2HDWBPNGBO2FXN2PF4NQJA,1625090331737,1,True,Grocery_and_Gourmet_Food,2148,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,Great coffee/Tea creamer,"I LOVE this product. It smells good, tastes good, and adds real creaminess. A great alternative to dairy creamers. It also adds some creaminess to my fruit smoothies. I highly recommend.",B07ML4R851,B0CCYNZ6FV,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1563855575182,1,True,Grocery_and_Gourmet_Food,37,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,Good instant coffee,"I have to admit, I had very low expectations of this product due to less than stellar experiences with other instant coffees. I figured that if it's drinkable it will be okay. It's actually very good! It doesn't taste like a fresh cup of french press, but it's pretty tasty and is significantly better than some drip coffees - mellow, not bitter. I bought this to take to work as I don't have access to a coffee pot. The container is huge, but I'll be buying more when I run out.",B00796XQ90,B00UFMK45O,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1536196489930,3,True,Grocery_and_Gourmet_Food,50,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,great coffee at a great price.,Great coffee at a great price. Shipping was fast as well.,B00LY95FBU,B07LFJF6TR,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1425657220000,0,True,Grocery_and_Gourmet_Food,51,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,Gum with a burst of energy,Zenergy gum was great especially if you don't feel like drinking a hot cup of coffee. I love the fact it is sugar free and no aspartame. The gum Zenergy also has vitamin bs in it to add to caffeine. The only thing that could improve is taste its ok could be better but not bad. I all would most definitely recommend easily stick in pocket or purse and when you are feeling a little drowsy chew a piece! Recommended!!,B085S4PT6X,B08K3LV5WS,AHGTHCERTEZUXNBLJ5SWHK2CDLXA,1641585317946,3,True,Grocery_and_Gourmet_Food,94,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,Like a cup of cocoa.,I use this with my keurig to heat the water. I love a cup of hot chocolate before bed.,B00281PIBA,B07LDWG6LH,AHLC5H2CEWSAOXOA53VIIROLPZKA,1678915292781,0,True,Grocery_and_Gourmet_Food,277,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
4.0,My favorite coffee creamer,"These are great little creamers, but I’d like to buy a large size, i don’t need the tiny ones…",B00KQWD806,B09G6MRQ9V,AFNT6ZJCYQN3WDIKUSWHJDXNND2Q,1674006788346,0,True,Grocery_and_Gourmet_Food,301,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
4.0,Too expensive and difficult to open but I love them,I use them in my coffee and on my cereal,B003VTHY74,B0BL9KF4SK,AFNT6ZJCYQN3WDIKUSWHJDXNND2Q,1667886480357,0,True,Grocery_and_Gourmet_Food,303,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
4.0,Not mild enough for me,"I wish they made a coffee that's milder than even this one,mi still need to dilute it..",B00U3ODTV0,B0C3KRT7XR,AFNT6ZJCYQN3WDIKUSWHJDXNND2Q,1513807635252,0,True,Grocery_and_Gourmet_Food,319,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
4.0,Great coffee,"This is excellent coffee, I couldn't be happier with it.  It has the mild coffee taste I prefer.",B00I08JK7S,B015ZIH8CE,AFNT6ZJCYQN3WDIKUSWHJDXNND2Q,1453309300000,0,True,Grocery_and_Gourmet_Food,320,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
4.0,My favorite,"I love this coffee,it's got a delightful flavor of truly good coffee. Not strong or too weak, just good coffee...I think I'll order more right now...",B00I08JAYG,B07V4TLSV1,AFNT6ZJCYQN3WDIKUSWHJDXNND2Q,1442177924000,1,True,Grocery_and_Gourmet_Food,322,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
4.0,Good,This tea is good.  Could be better in flavor and aroma.  Does not hold up well in a latte.,B004ZT4I78,B0BSG5FK4G,AHUVQ4UNB2JGV6MY4ZT75SZLPUBQ,1611058293304,1,True,Grocery_and_Gourmet_Food,325,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,Hard to tell this is instant coffee,"I like to hike and camp, and used to log around a French press. In the interest of saving weight in my pack, I tried these, and I have to say this certainly does the trick!<br /><br />I just fire up the jetboil stove and viola! Coffee in two minutes... just like magic!",B01LTI961K,B08FVH85JP,AFGUPTDFAWOHHL4LZDV27ERDNOYQ,1546662014429,0,True,Grocery_and_Gourmet_Food,358,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,So happy I found this coffee!,"I was going to have to give up coffee all together until I found Puroast coffee.  From New Orleans,  I've been drinking coffee since I was 4 years old, dark roast coffee and chicory and I know what good coffee should taste and smell like.  I tried the Puroast French Roast coffee in desperation and was so happy I did.  Beautifully full bodied  and rich tasting, sans the chicory of course, but I can live with that.  I also tried their Expresso style, and didn't really care for it, but that is just my taste. If that is your style, then just see for yourself.  I also get the k-cups for when I am at work.<br />  I would highly recommend this brand.  Find the style you like, you won't be disappointed.",B00IDXTN9U,B0BVM8531V,AH6PLOGWYIVIWLJTY756BHNFD4YA,1645289764249,0,False,Grocery_and_Gourmet_Food,400,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,Only coffee I can drink!,"I have to be careful with any acidic foods and this coffee fits that bill to the tee.  French Roast is full bodied and tastes wonderful.  Finding this low acid, great tasting coffee, I can keep drinking my favorite beverage without sacrificing any flavor.  Very, very pleased with this coffee.",B001EXZ8DG,B0C4G85DS8,AH6PLOGWYIVIWLJTY756BHNFD4YA,1644459769856,0,True,Grocery_and_Gourmet_Food,401,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,Deep coffee flavor,Smells wonderful…real coffee flavor,B0937WJ68N,B0B952ZY1T,AHI3JGUFPMIJLPYTHBMTFAOZ4XFA,1639084949574,0,True,Grocery_and_Gourmet_Food,408,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
4.0,Not entirely our cup of tea,"Nice ground coffee, not really our taste though. It is a mild version of coffee, probably perfect for parties and stuff where folks don't like their java strong. When it comes to mornings, though, we prefer a stronger blend. Folgers does make a good cup of coffee, just not our taste or preferred blend. Nice value pack.",B099KPRZQJ,B099KPRZQJ,AFSKPY37N3C43SOI5IEXEK5JSIYA,1637752948585,0,False,Grocery_and_Gourmet_Food,504,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,Great way to start the day!,"I usually have at least one energy drink a day, typically in the morning before I go for my run. I am not a coffee drinker, so I am always in the market for a way to supplement my energy. I really like this Runa Bold as one of my new favorites. I love the tropical fruit flavor and when it's icy cold it's definitely just what I need to get my morning started. I love the boost it gives me. I also enjoy having one in the mid afternoon at work to help me through the remainder of the day. Highly recommend!",B0923B8Q8W,B09L2Z8MJ9,AFSKPY37N3C43SOI5IEXEK5JSIYA,1634552433216,0,False,Grocery_and_Gourmet_Food,505,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,Great espresso for your Nespresso machine!,"I love espresso and buy capsules for my Nespresso machine on a regular basis. Of course, I had been using Nespresso capsules and I find them super expensive (of course unless they are running a coupon or sale). This Ilan's brand is a great alternative. Same great taste and strength but at lesser of a cost than the Nespresso brand. I am sold on these and will be using them exclusively going forward. Highly recommend!",B0822WWWBF,B08RZDWWQZ,AFSKPY37N3C43SOI5IEXEK5JSIYA,1597147504637,0,False,Grocery_and_Gourmet_Food,512,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,"A little strong, but wonderful!","I love Nespresso! This double espresso is just perfect (albeit a bit strong). Full bodied, wonderful flavor and a great way to finish a dinner or just to have as a mid afternoon pick me up. True to other Nespresso blends, this variety is easy to make and just wonderful to savor! Be sure you like your coffee strong with this double variety.",B07M8YV12G,B07SFZS5N3,AFSKPY37N3C43SOI5IEXEK5JSIYA,1583587280587,0,False,Grocery_and_Gourmet_Food,519,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,An absolutely great variety pack of espressos!,"I love Nespresso! This variety espresso pack is just perfect. All blends are terrific (although I do favor the medium blend). Full bodied, wonderful flavor and a great way to finish a dinner or just to have as a mid afternoon pick me up. True to other Nespresso blends, this variety pack is pleasing to all pallets and just wonderful to savor!",B01MTJAK7S,B0CDLRTR5L,AFSKPY37N3C43SOI5IEXEK5JSIYA,1583587182464,0,False,Grocery_and_Gourmet_Food,520,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,Another great Nespresso product!,"I love Nespresso! This medium roast espresso is just perfect. Full bodied, wonderful flavor and a great way to finish a dinner or just to have as a mid afternoon pick me up. True to other Nespresso blends, this variety is easy to make and just wonderful to savor!",B004ZYDB5I,B004ZYDB5I,AFSKPY37N3C43SOI5IEXEK5JSIYA,1583587066209,0,False,Grocery_and_Gourmet_Food,521,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
4.0,Makes a great sweet coffee blend drink!,"I wasn't sure what to expect when I got these. I love a good coffee and I also love a great hot chocolate, but German Chocolate Cake? Actually, this was a great blend of both. However, it's not an everyday coffee for me, too overly sweet for morning/breakfast use. This does make, however, a great after dinner blend with dessert or even in the afternoon when you are craving something sweet. I really did like this.",B07TM8B1WR,B088SSNTH1,AFSKPY37N3C43SOI5IEXEK5JSIYA,1571914390286,0,False,Grocery_and_Gourmet_Food,529,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,My new favorite morning coffee!,"Great tasting, full bodied, this is terrific blend. Packaged in a convenient 6 pack, this is an economical way to have access to some of the best tasting coffee you will ever have. I highly recommend this coffee for any time of day, not just morning!",B07VXZ2GYR,B07WRDVV79,AFSKPY37N3C43SOI5IEXEK5JSIYA,1571413765354,0,False,Grocery_and_Gourmet_Food,530,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,My most favorite cup of coffee!,"This is one of my favorite Keurig coffees. The caramel honey Starbucks flavor is full bodied, rich and has an amazing taste. I prefer to have this flavor mid-afternoon and I usually 'supplement' it with some shortbread cookies to give me the energy boost I need. To me, this home brew tastes just as good, if not better, than anything I can get at a Starbucks store and I can have it at home anytime I want it. I am hooked!",B07NPM4RRR,B07NPM4RRR,AFSKPY37N3C43SOI5IEXEK5JSIYA,1561026464528,0,False,Grocery_and_Gourmet_Food,534,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
5.0,These are a hit with myself and my entire family!,"These are absolutely some of my favorites. First, I love Junior mints and buy them for snacks quite often. Then, when you combine it with hot chocolate and K-Cup pods you have one of the most amazing hot drinks on the market today. I love making a cup mid-afternoon as a snack and pick me up. The mint is totally refreshing and the hot chocolate just cannot be beat for flavor. My grandson (age 5) begs for these when he visits. Total hit for my family! Thanks Keurig for another great product!",B00P17F9M6,B08L93F73V,AFSKPY37N3C43SOI5IEXEK5JSIYA,1551353239709,0,False,Grocery_and_Gourmet_Food,542,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/Grocery_and_Gourmet_Food.jsonl
